Company Name,Industry,City,Address,Website,Phone,Email,Email Status,CEO/Owner Name,Status,Source
Elangeni College,Education,Durban,,,,,,,New,OpenStreetMap
Nissan,Automotive,Durban,,,,,,,New,OpenStreetMap
Volkswagen,Automotive,Durban,,,,,,,New,OpenStreetMap
Mercedes-Benz,Automotive,Durban,,,,,,,New,OpenStreetMap
Mitsubishi,Automotive,Durban,,,,,,,New,OpenStreetMap
Elangeni College - Ntuzuma Campus,Education,Durban,,,,,,,New,OpenStreetMap
Jeep pinetown,Automotive,Durban,,,,,,,New,OpenStreetMap
Autolek Motolek Malvern,Automotive / Repair,Durban,,,,,,,New,OpenStreetMap
Florida Park Hotel,Hospitality / Hotel,Durban,,,,,,,New,OpenStreetMap
Royal Hotel,Hospitality / Hotel,Durban,,,,,,,New,OpenStreetMap
Cabana Beach Resort,Hospitality / Hotel,Durban,10 Lagoon Drive Umhlanga,https://www.southernsun.com/cabana-beach-resort?utm_source=openstreetmap&utm_medium=businesslisting&utm_campaign=hotel_cabana-beach-resort,+27 31 561 2371,cabanabeach.reservations@southernsun.com,Found on listing,,New,OpenStreetMap
Beverly Hills,Hospitality / Hotel,Durban,1 Lighthouse Road Umhlanga,https://www.southernsun.com/beverly-hills?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=hotel_beverly-hills,+27 31 561 2211,beverlyhills.reservations@southernsun.com,Found on listing,,New,OpenStreetMap
Garden Court South Beach,Hospitality / Hotel,Durban,73 OR Tambo Parade Durban,https://www.southernsun.com/garden-court-south-beach,+27 31 337 2231,gcsouthbeach.reservations@southernsun.com,Found on listing,,New,OpenStreetMap
Medicross Pinetown,Medical / Clinic,Durban,"2 Meller Road New Germany, Pinetown",,+27 31 709 3070,,,,New,OpenStreetMap
Stonebridge Clinic,Medical / Clinic,Durban,,,,,,,New,OpenStreetMap
Durban Girls' High School,Education,Durban,495 Lena Ahrens Road Durban,https://www.dghs.co.za/,+27 31 205 2275; +27 31 205 2276,info@dghs.co.za,Found on listing,,New,OpenStreetMap
Newkwa Medical Centre,Medical / Clinic,Durban,909-913 Inanda Road Durban,http://newkwa.co.za/,+27 31 577 2765,info@newkwa.co.za,Guessed - Verify,,New,OpenStreetMap
Redhill Clinic,Medical / Clinic,Durban,"162 Firwood Road Red Hill, Durban",,,,,,New,OpenStreetMap
Dunlop Epress,Automotive / Repair,Durban,714 Chris Hani Road Durban,,+27 31 563 0749,,,,New,OpenStreetMap
Dennis Auto,Automotive / Repair,Durban,15 Orange Grove Durban,,,,,,New,OpenStreetMap
Medwell SA,Medical / Clinic,Durban,,,,,,,New,OpenStreetMap
Forest Manor Boutique Guest House,Hospitality / Guest House,Durban,62 Forest Drive Umhlanga Rocks,,,,,,New,OpenStreetMap
SUN1 Durban,Hospitality / Hotel,Durban,"65 Masabalala Yengwa Ave, Stamford Hill Durban",https://www.southernsun.com/sun1-durban?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=hotel_sun1-durban,+27 31 301 1551,SUN1.Durban@southernsun.com,Found on listing,,New,OpenStreetMap
Bho's Driving Academy,Education / Driving School,Durban,,,,,,,New,OpenStreetMap
Thekwini TVET College - Melbourne Campus,Education,Durban,,,,,,,New,OpenStreetMap
Pick n Pay Hyper,Retail / Grocery,Johannesburg,Randburg,,+27 11 801 7000,hc14foodssapim@pnp.co.za,Found on listing,,New,OpenStreetMap
Pick n Pay,Retail / Grocery,Johannesburg,Radiokop,,+27 11 475 0761,fhoneyjunction@pnp.co.za,Found on listing,,New,OpenStreetMap
Pride of India Cuisine,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Spar,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Woolworths,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Coachman's Inn,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Mays Chemist,Medical / Pharmacy,Johannesburg,Main Road,,,,,,New,OpenStreetMap
Wimpy,Hospitality / Restaurant,Johannesburg,"39 Kingsway Avenue, Campus Square Johannesburg",https://locations.wimpy.co.za/restaurants-CampusSquare-WimpyCampusSquare,+27 87 265 3449,info@wimpy.co.za,Found on site,,New,OpenStreetMap
Jimmys Killer Prawns,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Tiger Wheel & Tyre,Automotive / Repair,Johannesburg,,https://www.twt.co.za/store-details/?locationid=b942f61a-d920-4992-9931-e0ad09d17e0f,,info@twt.co.za,Guessed - Verify,,New,OpenStreetMap
Nando's,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Mivamis,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Melrose Nissan,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Checkers,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
The Hub,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Mica,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
pizzaNEWS Mayfair,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Food Lover's Market,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Meliville Vetinary Clinic,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Doppio Zero,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Link,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Mugg & Bean,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Robot Hardware,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
O Peri Peri Edenglen,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Malagueta,Hospitality / Restaurant,Johannesburg,2 Main Road eastleigh,,,,,,New,OpenStreetMap
Pick and Pay,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
The Original Grillhouse(closed),Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Friendly,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Dischem,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Taste of India,Hospitality / Restaurant,Johannesburg,,https://www.tasteofindia.co.za/,+27 11 234 1727; +27 11 234 1766,toi.customercare@gmail.com,Found on listing,,New,OpenStreetMap
Michelangelo,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Maraschino's,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Markham,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Europa,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Cafe Trieste,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Garden Court Eastgate,Hospitality / Hotel,Johannesburg,Ernest Oppenheimer Avenue Johannesburg,https://www.southernsun.com/garden-court-eastgate?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=hotel_garden-court-eastgate,+27 11 622 0570,gceastgate.reservations@southernsun.com,Found on listing,,New,OpenStreetMap
PEP,Retail / Fashion,Johannesburg,Roodepoort,,+27 11 794 1678,,,,New,OpenStreetMap
Zandspruit Hyper,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Alpha Pharm,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Turtle Creek,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Linger Longer,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Shankara,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Kozi-Kids,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Office Logistics,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Butlers,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Eastern Pearl,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Furn City,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
The Jeans Co,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
UK,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Edgards,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Bradlows,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Lewis,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Price 'n Pride,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Ackermans,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Independent,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Super,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Cross Roads,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Oakmed,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Shoprite,Retail / Grocery,Johannesburg,Randburg,https://www.shoprite.co.za/store-details/7612,+27 11 998 1840,info@shoprite.co.za,Guessed - Verify,,New,OpenStreetMap
Pizza Perfect,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Medicare,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Vila Algarve,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Gian Carlo's,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
The Bohemian,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Road Lodge,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
2b,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Naartjie,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Lexus,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
African,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Leather Gallery,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Golfers Club,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Palazzo Towers East,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Papachinos,Hospitality / Cafe,Johannesburg,Witkoppen Road,https://www.papachinos.co.za/fourways,+27 11 467 4460,fourways@papachinos.co.za,Found on listing,,New,OpenStreetMap
Rion,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
The Bed Store,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Branded Beds,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Weleda,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Cane Warehouse,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
The Steamworks Gastropub,Hospitality / Restaurant,Johannesburg,Sunset Avenue,,,,,,New,OpenStreetMap
Beds for Africa,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Candeia,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
The Couch Connection,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Unique W,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Xtreme zone,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Wetherlys,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Stax,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Identity,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Mr Price,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Vitahealth,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Fournos Bakery,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Dial a Bed,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
City,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Tiger Wheel,Automotive / Repair,Johannesburg,,https://www.twt.co.za/store-details/?locationid=8466c772-8710-40b0-9931-86f0e5452596,,info@twt.co.za,Guessed - Verify,,New,OpenStreetMap
Spur,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Meltz,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Mega,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Tums and Tots,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Chrysler,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Clicks,Medical / Pharmacy,Johannesburg,,https://clicks.co.za/store/Fourways-Gardens-(Intercare)/268,,info@clicks.co.za,Guessed - Verify,,New,OpenStreetMap
Baby City,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Game,Retail / Grocery,Johannesburg,Fourways Boulevard Johannesburg,https://www.game.co.za/,+27861 426 031,info@game.co.za,Guessed - Verify,,New,OpenStreetMap
Dis-Chem,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Mimmos,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Hogshead,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
The Throbbing Stawberry,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
City Lodge,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Mistry's,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Malanshof KwikSpar,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Tony's Bar and Grill,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Bossa,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Checkers Hyper,Retail / Grocery,Johannesburg,Germiston,https://www.checkers.co.za/store-directory-and-leaflets/store-details/7735,+27 11 579 3400,info@checkers.co.za,Guessed - Verify,,New,OpenStreetMap
Midrand Campus,Education,Johannesburg,,,,,,,New,OpenStreetMap
Second Chance,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Sonrise,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Opel; Isuzu,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
The Indian Chef,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Pizza Pasta Grill,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Golden Dragon,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
The Grill Shop,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Jordaan,Dental,Johannesburg,,,,,,,New,OpenStreetMap
Sorento,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Woolworths Food,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
Salvatore,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Second Cup,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Cats,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Xclusive,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Miladys,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Primi Piatti,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Medicare Pharmacy,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Pantelli's,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
Del Soul,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Fresh House,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
The Corner,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Pride of India,Hospitality / Restaurant,Johannesburg,,,,,,,New,OpenStreetMap
De Wildebeest Guesthouse,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Superspar,Retail / Grocery,Johannesburg,,,,,,,New,OpenStreetMap
June's Collection,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Glitz & Glamour,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Olu & Chi,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Seattle Coffee Company,Hospitality / Cafe,Johannesburg,,https://www.seattlecoffeecompany.co.za/store/the-wedge/,,info@seattlecoffeecompany.co.za,Guessed - Verify,,New,OpenStreetMap
KIA motor,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Aston Martin,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Miles Art Gallery,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Nazarene Theological,Education,Johannesburg,,,,,,,New,OpenStreetMap
Alpha Sales,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Courtnay's,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Rhino,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
HiFi Corporation,Retail / Electronics,Johannesburg,Waterval Crescent,https://www.hificorp.co.za/storelocator/store/index/id/757,+27 11 785 4100,info@hificorp.co.za,Guessed - Verify,,New,OpenStreetMap
Cambridge Crossing Pharmacy,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Toyota,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Danmar,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Le Provocateur Afrique,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Kauai,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Boskruin Veterinary Clinic,Veterinary,Johannesburg,Kowie Road,https://www.boskruinvet.co.za/,+27 11 792 0484; +27 82 853 4004,vet@boskruinvet.co.za,Found on listing,,New,OpenStreetMap
Zest coffe shop,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Mica Boskruin,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Silverstone Guest House,Hospitality / Guest House,Johannesburg,195 Oak Avenue,,,,,,New,OpenStreetMap
Ninety North Guest House,Hospitality / Guest House,Johannesburg,90 North Street Beverley Gardens,,,,,,New,OpenStreetMap
Ferndale Lodge,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
The French Lodge,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Villa Schreiner,Hospitality / Guest House,Johannesburg,2 Saffier Street,,,,,,New,OpenStreetMap
Harris House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Robins Rest,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Cashbuild,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Liz at Lancaster,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Clico Guesthouse,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Neder-Port Cottages,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Truworths,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Riverbend Country House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
African Lodge,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Russells,Furniture / Retail,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
Legit,Retail / Fashion,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
Rissik Street Outfitters,Retail / Fashion,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
Replay,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Cameraland,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Cappello,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Urban Hilton Weiner,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Hugo Boss,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Lacoste,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Grays,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Aigner,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Jenni Button,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Gant,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Fabian,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Desch,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Morgan de Toi,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Temptations,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Dore,Retail / Fashion,Johannesburg,,,,,,,New,OpenStreetMap
Coricraft,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Design Plus,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Rivonia Toyota,Automotive,Johannesburg,Rivonia Road Johannesburg,https://www.toyota.co.za/dealership/rivonia-toyota,+27 11 275 1699,info@toyota.co.za,Guessed - Verify,,New,OpenStreetMap
Manorswood Veterinary Clinic,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Villa barcelona Cafe,Hospitality / Cafe,Johannesburg,Van Zyl Street Albertville,,,,,,New,OpenStreetMap
Mega Couch and Mattress,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Klip-Els,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
City Lodge Fourways,Hospitality / Hotel,Johannesburg,Monte Casino Boulevard Johannesburg,https://citylodgehotels.com/hotels/120/city-lodge-hotel-fourways?map=1,+27 11 244 6000,clfourways.resv@citylodgehotels.com,Found on listing,,New,OpenStreetMap
Dis-Chem Cresta,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Bacini's,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Tiffany's,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
News Cafe,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Sony,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Balcombs,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
foood,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Seattle,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Dominique's,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Piatto,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Thaba Ya Batswana reception,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
The Daily,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Sotran,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Ford,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Mercure,Hospitality / Hotel,Johannesburg,Old Pretoria Main Road Midrand,,+27 11 312 2020,,,,New,OpenStreetMap
Kwikfit,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
bros,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Hi-Q,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Four Trees,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Belfry,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Elizabeth Manor,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
All Sorts Cafe,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Boulevard Cafe Restaurant,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Tyre Express,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
MTN shop (cellphones),Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Dental Surgery,Dental,Johannesburg,,,,,,,New,OpenStreetMap
THD electronics,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Kwa-Bungane guest house,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Melrose Place Guest Lodge,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Galleon,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Tashas,Hospitality / Cafe,Johannesburg,,https://www.tashascafe.com/locations/johannesburg/morningside/,+27 11 326 5331,morningside@tashascafe.com,Found on listing,,New,OpenStreetMap
Naked,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Eden Tech,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Executive Toys,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
The Munday B&B,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Kodak,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Karibo,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Ouklip Pharmacy,Medical / Pharmacy,Johannesburg,Ouklip Road Roodepoort,,+27 117644813,,,,New,OpenStreetMap
Black Eagle Boutique Hotel,Hospitality / Hotel,Johannesburg,88 Doreen Road Poortview,http://www.blackeaglevenue.co.za,+27 11 958 5225,info@blackeaglevenue.co.za,Found on listing,,New,OpenStreetMap
Musica,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
MTN,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Paint & Place,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Ruimsig Country Spa,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
The Coffee Fountain,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Fairway Guest House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Cafe Rendevous,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Boardmans,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Fego,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Sugar shoe,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Chinos,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
White Horns,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Roodepoort Furniture,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Morkels,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
OK Furniture,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Fairlawns Hotel,Hospitality / Hotel,Johannesburg,1 Alma Road,https://fairlawns.co.za/,+27 11 808 7300; +27 11 804 2540; +27 72 764 2886,functions@fairlawns.co.za,Found on site,,New,OpenStreetMap
Amba Court,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
YMCA,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Ashanti,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Mapungubwe Hotel Apartments,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Cramers Coffee,Hospitality / Cafe,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
Mothopo Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Grand Hotel,Hospitality / Hotel,Johannesburg,93 Kerk Street Johannesburg,,,,,,New,OpenStreetMap
Hotel Moulin Rouge,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Diplomat Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Johannesburger Hotel,Hospitality / Hotel,Johannesburg,,,+27 117253753,,,,New,OpenStreetMap
The Park Street Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Rand Inn Hotel,Hospitality / Hotel,Johannesburg,,,+27 11 336 2735; +27 11 336 2702,,,,New,OpenStreetMap
Nino's,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
BMW,Automotive,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
